Year,Period,Week Ending,State,State ANSI,Watershed,CV (%),ADDED & REPLACED,"INVENTORY, MAX","LOSS, COLONY COLLAPSE DISORDER","LOSS, DEADOUT",INVENTORY
2015,FIRST OF APR,NA,MICHIGAN,26,NA,NA,NA,NA,NA,NA,58000
2015,FIRST OF APR,NA,MINNESOTA,27,NA,NA,NA,NA,NA,NA,71000
2015,FIRST OF APR,NA,MISSISSIPPI,28,NA,NA,NA,NA,NA,NA,89000
2015,FIRST OF APR,NA,MISSOURI,29,NA,NA,NA,NA,NA,NA,11500
2015,FIRST OF APR,NA,MONTANA,30,NA,NA,NA,NA,NA,NA,36000
2015,FIRST OF APR,NA,NEBRASKA,31,NA,NA,NA,NA,NA,NA,29000
2015,FIRST OF APR,NA,NEW JERSEY,34,NA,NA,NA,NA,NA,NA,8500
2015,FIRST OF APR,NA,NEW MEXICO,35,NA,NA,NA,NA,NA,NA,6500
2015,FIRST OF APR,NA,NEW YORK,36,NA,NA,NA,NA,NA,NA,24000
2015,FIRST OF APR,NA,NORTH CAROLINA,37,NA,NA,NA,NA,NA,NA,19500
2015,FIRST OF APR,NA,NORTH DAKOTA,38,NA,NA,NA,NA,NA,NA,121000
2015,FIRST OF APR,NA,OHIO,39,NA,NA,NA,NA,NA,NA,17500
2015,FIRST OF APR,NA,OKLAHOMA,40,NA,NA,NA,NA,NA,NA,25000
2015,FIRST OF APR,NA,OREGON,41,NA,NA,NA,NA,NA,NA,82000
2015,FIRST OF APR,NA,PENNSYLVANIA,42,NA,NA,NA,NA,NA,NA,15500
2015,FIRST OF APR,NA,SOUTH CAROLINA,45,NA,NA,NA,NA,NA,NA,17500
2015,FIRST OF APR,NA,SOUTH DAKOTA,46,NA,NA,NA,NA,NA,NA,100000
2015,FIRST OF APR,NA,TENNESSEE,47,NA,NA,NA,NA,NA,NA,7500
2015,FIRST OF APR,NA,TEXAS,48,NA,NA,NA,NA,NA,NA,305000
2015,FIRST OF APR,NA,UTAH,49,NA,NA,NA,NA,NA,NA,24000
2015,FIRST OF APR,NA,VERMONT,50,NA,NA,NA,NA,NA,NA,6000
2015,FIRST OF APR,NA,VIRGINIA,51,NA,NA,NA,NA,NA,NA,7500
2015,FIRST OF APR,NA,WASHINGTON,53,NA,NA,NA,NA,NA,NA,105000
2015,FIRST OF APR,NA,WEST VIRGINIA,54,NA,NA,NA,NA,NA,NA,4700
2015,FIRST OF APR,NA,WISCONSIN,55,NA,NA,NA,NA,NA,NA,25000
2015,FIRST OF APR,NA,WYOMING,56,NA,NA,NA,NA,NA,NA,12000
2015,FIRST OF JUL,NA,ALABAMA,1,NA,NA,NA,NA,NA,NA,8500
2015,FIRST OF JUL,NA,ARIZONA,4,NA,NA,NA,NA,NA,NA,40000
2015,FIRST OF JUL,NA,ARKANSAS,5,NA,NA,NA,NA,NA,NA,23000
2015,FIRST OF JUL,NA,CALIFORNIA,6,NA,NA,NA,NA,NA,NA,730000
2015,FIRST OF JUL,NA,COLORADO,8,NA,NA,NA,NA,NA,NA,29000
2015,FIRST OF JUL,NA,CONNECTICUT,9,NA,NA,NA,NA,NA,NA,3700
2015,FIRST OF JUL,NA,FLORIDA,12,NA,NA,NA,NA,NA,NA,164000
2015,FIRST OF JUL,NA,GEORGIA,13,NA,NA,NA,NA,NA,NA,108000
2015,FIRST OF JUL,NA,HAWAII,15,NA,NA,NA,NA,NA,NA,14500
2015,FIRST OF JUL,NA,IDAHO,16,NA,NA,NA,NA,NA,NA,80000
2015,FIRST OF JUL,NA,ILLINOIS,17,NA,NA,NA,NA,NA,NA,14000
2015,FIRST OF JUL,NA,INDIANA,18,NA,NA,NA,NA,NA,NA,15000
2015,FIRST OF JUL,NA,IOWA,19,NA,NA,NA,NA,NA,NA,29000
2015,FIRST OF JUL,NA,KANSAS,20,NA,NA,NA,NA,NA,NA,9000
2015,FIRST OF JUL,NA,KENTUCKY,21,NA,NA,NA,NA,NA,NA,10000
2015,FIRST OF JUL,NA,LOUISIANA,22,NA,NA,NA,NA,NA,NA,50000
2015,FIRST OF JUL,NA,MAINE,23,NA,NA,NA,NA,NA,NA,6000
2015,FIRST OF JUL,NA,MARYLAND,24,NA,NA,NA,NA,NA,NA,7000
2015,FIRST OF JUL,NA,MASSACHUSETTS,25,NA,NA,NA,NA,NA,NA,7500
2015,FIRST OF JUL,NA,MICHIGAN,26,NA,NA,NA,NA,NA,NA,89000
2015,FIRST OF JUL,NA,MINNESOTA,27,NA,NA,NA,NA,NA,NA,133000
2015,FIRST OF JUL,NA,MISSISSIPPI,28,NA,NA,NA,NA,NA,NA,23000
2015,FIRST OF JUL,NA,MISSOURI,29,NA,NA,NA,NA,NA,NA,14000
2015,FIRST OF JUL,NA,MONTANA,30,NA,NA,NA,NA,NA,NA,140000
2015,FIRST OF JUL,NA,NEBRASKA,31,NA,NA,NA,NA,NA,NA,67000
2015,FIRST OF JUL,NA,NEW JERSEY,34,NA,NA,NA,NA,NA,NA,18500
2015,FIRST OF JUL,NA,NEW MEXICO,35,NA,NA,NA,NA,NA,NA,6500
2015,FIRST OF JUL,NA,NEW YORK,36,NA,NA,NA,NA,NA,NA,44000
2015,FIRST OF JUL,NA,NORTH CAROLINA,37,NA,NA,NA,NA,NA,NA,24000
2015,FIRST OF JUL,NA,NORTH DAKOTA,38,NA,NA,NA,NA,NA,NA,460000
2015,FIRST OF JUL,NA,OHIO,39,NA,NA,NA,NA,NA,NA,23000
2015,FIRST OF JUL,NA,OKLAHOMA,40,NA,NA,NA,NA,NA,NA,19500
2015,FIRST OF JUL,NA,OREGON,41,NA,NA,NA,NA,NA,NA,68000
2015,FIRST OF JUL,NA,PENNSYLVANIA,42,NA,NA,NA,NA,NA,NA,25000
2015,FIRST OF JUL,NA,SOUTH CAROLINA,45,NA,NA,NA,NA,NA,NA,12000
2015,FIRST OF JUL,NA,SOUTH DAKOTA,46,NA,NA,NA,NA,NA,NA,295000
2015,FIRST OF JUL,NA,TENNESSEE,47,NA,NA,NA,NA,NA,NA,10000
2015,FIRST OF JUL,NA,TEXAS,48,NA,NA,NA,NA,NA,NA,76000
2015,FIRST OF JUL,NA,UTAH,49,NA,NA,NA,NA,NA,NA,31000
2015,FIRST OF JUL,NA,VERMONT,50,NA,NA,NA,NA,NA,NA,6000
2015,FIRST OF JUL,NA,VIRGINIA,51,NA,NA,NA,NA,NA,NA,8000
2015,FIRST OF JUL,NA,WASHINGTON,53,NA,NA,NA,NA,NA,NA,84000
2015,FIRST OF JUL,NA,WEST VIRGINIA,54,NA,NA,NA,NA,NA,NA,7000
2015,FIRST OF JUL,NA,WISCONSIN,55,NA,NA,NA,NA,NA,NA,60000
2015,FIRST OF JUL,NA,WYOMING,56,NA,NA,NA,NA,NA,NA,29000
2015,FIRST OF OCT,NA,ALABAMA,1,NA,NA,NA,NA,NA,NA,8000
2015,FIRST OF OCT,NA,ARIZONA,4,NA,NA,NA,NA,NA,NA,36000
2015,FIRST OF OCT,NA,ARKANSAS,5,NA,NA,NA,NA,NA,NA,23000
2015,FIRST OF OCT,NA,CALIFORNIA,6,NA,NA,NA,NA,NA,NA,750000
2015,FIRST OF OCT,NA,COLORADO,8,NA,NA,NA,NA,NA,NA,24000
2015,FIRST OF OCT,NA,CONNECTICUT,9,NA,NA,NA,NA,NA,NA,3200
2015,FIRST OF OCT,NA,FLORIDA,12,NA,NA,NA,NA,NA,NA,220000
2015,FIRST OF OCT,NA,GEORGIA,13,NA,NA,NA,NA,NA,NA,110000
2015,FIRST OF OCT,NA,HAWAII,15,NA,NA,NA,NA,NA,NA,13000
2015,FIRST OF OCT,NA,IDAHO,16,NA,NA,NA,NA,NA,NA,121000
2015,FIRST OF OCT,NA,ILLINOIS,17,NA,NA,NA,NA,NA,NA,14000
2015,FIRST OF OCT,NA,INDIANA,18,NA,NA,NA,NA,NA,NA,11500
2015,FIRST OF OCT,NA,IOWA,19,NA,NA,NA,NA,NA,NA,35000
2015,FIRST OF OCT,NA,KANSAS,20,NA,NA,NA,NA,NA,NA,8500
2015,FIRST OF OCT,NA,KENTUCKY,21,NA,NA,NA,NA,NA,NA,8500
2015,FIRST OF OCT,NA,LOUISIANA,22,NA,NA,NA,NA,NA,NA,55000
2015,FIRST OF OCT,NA,MAINE,23,NA,NA,NA,NA,NA,NA,4700
2015,FIRST OF OCT,NA,MARYLAND,24,NA,NA,NA,NA,NA,NA,7500
2015,FIRST OF OCT,NA,MASSACHUSETTS,25,NA,NA,NA,NA,NA,NA,4500
2015,FIRST OF OCT,NA,MICHIGAN,26,NA,NA,NA,NA,NA,NA,67000
2015,FIRST OF OCT,NA,MINNESOTA,27,NA,NA,NA,NA,NA,NA,104000
2015,FIRST OF OCT,NA,MISSISSIPPI,28,NA,NA,NA,NA,NA,NA,31000
2015,FIRST OF OCT,NA,MISSOURI,29,NA,NA,NA,NA,NA,NA,13500
2015,FIRST OF OCT,NA,MONTANA,30,NA,NA,NA,NA,NA,NA,116000
2015,FIRST OF OCT,NA,NEBRASKA,31,NA,NA,NA,NA,NA,NA,72000
2015,FIRST OF OCT,NA,NEW JERSEY,34,NA,NA,NA,NA,NA,NA,8000
2015,FIRST OF OCT,NA,NEW MEXICO,35,NA,NA,NA,NA,NA,NA,6000
2015,FIRST OF OCT,NA,NEW YORK,36,NA,NA,NA,NA,NA,NA,45000
2015,FIRST OF OCT,NA,NORTH CAROLINA,37,NA,NA,NA,NA,NA,NA,22000
2015,FIRST OF OCT,NA,NORTH DAKOTA,38,NA,NA,NA,NA,NA,NA,230000
2015,FIRST OF OCT,NA,OHIO,39,NA,NA,NA,NA,NA,NA,19000
2015,FIRST OF OCT,NA,OKLAHOMA,40,NA,NA,NA,NA,NA,NA,5000
2015,FIRST OF OCT,NA,OREGON,41,NA,NA,NA,NA,NA,NA,100000
2015,FIRST OF OCT,NA,PENNSYLVANIA,42,NA,NA,NA,NA,NA,NA,22000
2015,FIRST OF OCT,NA,SOUTH CAROLINA,45,NA,NA,NA,NA,NA,NA,10000
2015,FIRST OF OCT,NA,SOUTH DAKOTA,46,NA,NA,NA,NA,NA,NA,194000
2015,FIRST OF OCT,NA,TENNESSEE,47,NA,NA,NA,NA,NA,NA,8500
2015,FIRST OF OCT,NA,TEXAS,48,NA,NA,NA,NA,NA,NA,125000
2015,FIRST OF OCT,NA,UTAH,49,NA,NA,NA,NA,NA,NA,28000
2015,FIRST OF OCT,NA,VERMONT,50,NA,NA,NA,NA,NA,NA,6500
2015,FIRST OF OCT,NA,VIRGINIA,51,NA,NA,NA,NA,NA,NA,7500
2015,FIRST OF OCT,NA,WASHINGTON,53,NA,NA,NA,NA,NA,NA,87000
2015,FIRST OF OCT,NA,WEST VIRGINIA,54,NA,NA,NA,NA,NA,NA,7000
2015,FIRST OF OCT,NA,WISCONSIN,55,NA,NA,NA,NA,NA,NA,48000
2015,FIRST OF OCT,NA,WYOMING,56,NA,NA,NA,NA,NA,NA,24000
2014,MARKETING YEAR,NA,ALABAMA,1,NA,NA,NA,NA,NA,NA,7000
2014,MARKETING YEAR,NA,ARIZONA,4,NA,NA,NA,NA,NA,NA,26000
2014,MARKETING YEAR,NA,ARKANSAS,5,NA,NA,NA,NA,NA,NA,21000
2014,MARKETING YEAR,NA,CALIFORNIA,6,NA,NA,NA,NA,NA,NA,320000
2014,MARKETING YEAR,NA,COLORADO,8,NA,NA,NA,NA,NA,NA,27000
2014,MARKETING YEAR,NA,FLORIDA,12,NA,NA,NA,NA,NA,NA,245000
2014,MARKETING YEAR,NA,GEORGIA,13,NA,NA,NA,NA,NA,NA,73000
2014,MARKETING YEAR,NA,HAWAII,15,NA,NA,NA,NA,NA,NA,15000
2014,MARKETING YEAR,NA,IDAHO,16,NA,NA,NA,NA,NA,NA,100000
2014,MARKETING YEAR,NA,ILLINOIS,17,NA,NA,NA,NA,NA,NA,8000
2014,MARKETING YEAR,NA,INDIANA,18,NA,NA,NA,NA,NA,NA,5000
2014,MARKETING YEAR,NA,IOWA,19,NA,NA,NA,NA,NA,NA,35000
2014,MARKETING YEAR,NA,KANSAS,20,NA,NA,NA,NA,NA,NA,7000
2014,MARKETING YEAR,NA,KENTUCKY,21,NA,NA,NA,NA,NA,NA,5000
2014,MARKETING YEAR,NA,LOUISIANA,22,NA,NA,NA,NA,NA,NA,48000
2014,MARKETING YEAR,NA,MAINE,23,NA,NA,NA,NA,NA,NA,8000
2014,MARKETING YEAR,NA,MICHIGAN,26,NA,NA,NA,NA,NA,NA,91000
2014,MARKETING YEAR,NA,MINNESOTA,27,NA,NA,NA,NA,NA,NA,132000
2014,MARKETING YEAR,NA,MISSISSIPPI,28,NA,NA,NA,NA,NA,NA,20000
2014,MARKETING YEAR,NA,MISSOURI,29,NA,NA,NA,NA,NA,NA,12000
2014,MARKETING YEAR,NA,MONTANA,30,NA,NA,NA,NA,NA,NA,162000
2014,MARKETING YEAR,NA,NEBRASKA,31,NA,NA,NA,NA,NA,NA,50000
2014,MARKETING YEAR,NA,NEW JERSEY,34,NA,NA,NA,NA,NA,NA,12000
2014,MARKETING YEAR,NA,NEW YORK,36,NA,NA,NA,NA,NA,NA,60000
2014,MARKETING YEAR,NA,NORTH CAROLINA,37,NA,NA,NA,NA,NA,NA,12000
2014,MARKETING YEAR,NA,NORTH DAKOTA,38,NA,NA,NA,NA,NA,NA,490000
2014,MARKETING YEAR,NA,OHIO,39,NA,NA,NA,NA,NA,NA,15000
2014,MARKETING YEAR,NA,OREGON,41,NA,NA,NA,NA,NA,NA,71000
2014,MARKETING YEAR,NA,PENNSYLVANIA,42,NA,NA,NA,NA,NA,NA,17000
2014,MARKETING YEAR,NA,SOUTH CAROLINA,45,NA,NA,NA,NA,NA,NA,9000
2014,MARKETING YEAR,NA,SOUTH DAKOTA,46,NA,NA,NA,NA,NA,NA,280000
2014,MARKETING YEAR,NA,TENNESSEE,47,NA,NA,NA,NA,NA,NA,7000
2014,MARKETING YEAR,NA,TEXAS,48,NA,NA,NA,NA,NA,NA,116000
2014,MARKETING YEAR,NA,UTAH,49,NA,NA,NA,NA,NA,NA,29000
2014,MARKETING YEAR,NA,VERMONT,50,NA,NA,NA,NA,NA,NA,3000
2014,MARKETING YEAR,NA,VIRGINIA,51,NA,NA,NA,NA,NA,NA,6000
2014,MARKETING YEAR,NA,WASHINGTON,53,NA,NA,NA,NA,NA,NA,68000
2014,MARKETING YEAR,NA,WEST VIRGINIA,54,NA,NA,NA,NA,NA,NA,6000
2014,MARKETING YEAR,NA,WISCONSIN,55,NA,NA,NA,NA,NA,NA,53000
2014,MARKETING YEAR,NA,WYOMING,56,NA,NA,NA,NA,NA,NA,38000
2013,MARKETING YEAR,NA,ALABAMA,1,NA,NA,NA,NA,NA,NA,7000
2013,MARKETING YEAR,NA,ARIZONA,4,NA,NA,NA,NA,NA,NA,29000
2013,MARKETING YEAR,NA,ARKANSAS,5,NA,NA,NA,NA,NA,NA,22000
2013,MARKETING YEAR,NA,CALIFORNIA,6,NA,NA,NA,NA,NA,NA,330000
2013,MARKETING YEAR,NA,COLORADO,8,NA,NA,NA,NA,NA,NA,26000
2013,MARKETING YEAR,NA,FLORIDA,12,NA,NA,NA,NA,NA,NA,220000
2013,MARKETING YEAR,NA,GEORGIA,13,NA,NA,NA,NA,NA,NA,67000
2013,MARKETING YEAR,NA,HAWAII,15,NA,NA,NA,NA,NA,NA,13000
2013,MARKETING YEAR,NA,IDAHO,16,NA,NA,NA,NA,NA,NA,83000
2013,MARKETING YEAR,NA,ILLINOIS,17,NA,NA,NA,NA,NA,NA,7000
2013,MARKETING YEAR,NA,INDIANA,18,NA,NA,NA,NA,NA,NA,6000
2013,MARKETING YEAR,NA,IOWA,19,NA,NA,NA,NA,NA,NA,39000
2013,MARKETING YEAR,NA,KANSAS,20,NA,NA,NA,NA,NA,NA,6000
2013,MARKETING YEAR,NA,KENTUCKY,21,NA,NA,NA,NA,NA,NA,3000
2013,MARKETING YEAR,NA,LOUISIANA,22,NA,NA,NA,NA,NA,NA,50000
2013,MARKETING YEAR,NA,MAINE,23,NA,NA,NA,NA,NA,NA,7000
2013,MARKETING YEAR,NA,MICHIGAN,26,NA,NA,NA,NA,NA,NA,85000
2013,MARKETING YEAR,NA,MINNESOTA,27,NA,NA,NA,NA,NA,NA,130000
2013,MARKETING YEAR,NA,MISSISSIPPI,28,NA,NA,NA,NA,NA,NA,17000
2013,MARKETING YEAR,NA,MISSOURI,29,NA,NA,NA,NA,NA,NA,10000
2013,MARKETING YEAR,NA,MONTANA,30,NA,NA,NA,NA,NA,NA,159000
2013,MARKETING YEAR,NA,NEBRASKA,31,NA,NA,NA,NA,NA,NA,46000
2013,MARKETING YEAR,NA,NEW JERSEY,34,NA,NA,NA,NA,NA,NA,11000
2013,MARKETING YEAR,NA,NEW YORK,36,NA,NA,NA,NA,NA,NA,55000
2013,MARKETING YEAR,NA,NORTH CAROLINA,37,NA,NA,NA,NA,NA,NA,10000
2013,MARKETING YEAR,NA,NORTH DAKOTA,38,NA,NA,NA,NA,NA,NA,480000
2013,MARKETING YEAR,NA,OHIO,39,NA,NA,NA,NA,NA,NA,17000
2013,MARKETING YEAR,NA,OREGON,41,NA,NA,NA,NA,NA,NA,62000
2013,MARKETING YEAR,NA,PENNSYLVANIA,42,NA,NA,NA,NA,NA,NA,13000
2013,MARKETING YEAR,NA,SOUTH DAKOTA,46,NA,NA,NA,NA,NA,NA,265000
2013,MARKETING YEAR,NA,TENNESSEE,47,NA,NA,NA,NA,NA,NA,7000
2013,MARKETING YEAR,NA,TEXAS,48,NA,NA,NA,NA,NA,NA,106000
2013,MARKETING YEAR,NA,UTAH,49,NA,NA,NA,NA,NA,NA,30000
2013,MARKETING YEAR,NA,VERMONT,50,NA,NA,NA,NA,NA,NA,3000
2013,MARKETING YEAR,NA,VIRGINIA,51,NA,NA,NA,NA,NA,NA,5000
2013,MARKETING YEAR,NA,WASHINGTON,53,NA,NA,NA,NA,NA,NA,69000
2013,MARKETING YEAR,NA,WEST VIRGINIA,54,NA,NA,NA,NA,NA,NA,6000
2013,MARKETING YEAR,NA,WISCONSIN,55,NA,NA,NA,NA,NA,NA,59000
2013,MARKETING YEAR,NA,WYOMING,56,NA,NA,NA,NA,NA,NA,47000
2012,MARKETING YEAR,NA,ALABAMA,1,NA,NA,NA,NA,NA,NA,8000
2012,MARKETING YEAR,NA,ARIZONA,4,NA,NA,NA,NA,NA,NA,22000
2012,MARKETING YEAR,NA,ARKANSAS,5,NA,NA,NA,NA,NA,NA,25000
2012,MARKETING YEAR,NA,CALIFORNIA,6,NA,NA,NA,NA,NA,NA,330000
2012,MARKETING YEAR,NA,COLORADO,8,NA,NA,NA,NA,NA,NA,25000
2012,MARKETING YEAR,NA,FLORIDA,12,NA,NA,NA,NA,NA,NA,193000
2012,MARKETING YEAR,NA,GEORGIA,13,NA,NA,NA,NA,NA,NA,59000
2012,MARKETING YEAR,NA,HAWAII,15,NA,NA,NA,NA,NA,NA,10000
2012,MARKETING YEAR,NA,IDAHO,16,NA,NA,NA,NA,NA,NA,92000
2012,MARKETING YEAR,NA,ILLINOIS,17,NA,NA,NA,NA,NA,NA,7000
2012,MARKETING YEAR,NA,INDIANA,18,NA,NA,NA,NA,NA,NA,8000
2012,MARKETING YEAR,NA,IOWA,19,NA,NA,NA,NA,NA,NA,37000
2012,MARKETING YEAR,NA,KANSAS,20,NA,NA,NA,NA,NA,NA,6000
2012,MARKETING YEAR,NA,KENTUCKY,21,NA,NA,NA,NA,NA,NA,5000
2012,MARKETING YEAR,NA,LOUISIANA,22,NA,NA,NA,NA,NA,NA,41000
2012,MARKETING YEAR,NA,MAINE,23,NA,NA,NA,NA,NA,NA,4000
2012,MARKETING YEAR,NA,MICHIGAN,26,NA,NA,NA,NA,NA,NA,73000
2012,MARKETING YEAR,NA,MINNESOTA,27,NA,NA,NA,NA,NA,NA,125000
2012,MARKETING YEAR,NA,MISSISSIPPI,28,NA,NA,NA,NA,NA,NA,18000
2012,MARKETING YEAR,NA,MISSOURI,29,NA,NA,NA,NA,NA,NA,7000
2012,MARKETING YEAR,NA,MONTANA,30,NA,NA,NA,NA,NA,NA,145000
2012,MARKETING YEAR,NA,NEBRASKA,31,NA,NA,NA,NA,NA,NA,43000
2012,MARKETING YEAR,NA,NEW JERSEY,34,NA,NA,NA,NA,NA,NA,14000
2012,MARKETING YEAR,NA,NEW MEXICO,35,NA,NA,NA,NA,NA,NA,5000
2012,MARKETING YEAR,NA,NEW YORK,36,NA,NA,NA,NA,NA,NA,51000
2012,MARKETING YEAR,NA,NORTH CAROLINA,37,NA,NA,NA,NA,NA,NA,13000
2012,MARKETING YEAR,NA,NORTH DAKOTA,38,NA,NA,NA,NA,NA,NA,480000
2012,MARKETING YEAR,NA,OHIO,39,NA,NA,NA,NA,NA,NA,18000
2012,MARKETING YEAR,NA,OREGON,41,NA,NA,NA,NA,NA,NA,60000
2012,MARKETING YEAR,NA,PENNSYLVANIA,42,NA,NA,NA,NA,NA,NA,16000
2012,MARKETING YEAR,NA,SOUTH DAKOTA,46,NA,NA,NA,NA,NA,NA,260000
2012,MARKETING YEAR,NA,TENNESSEE,47,NA,NA,NA,NA,NA,NA,6000
2012,MARKETING YEAR,NA,TEXAS,48,NA,NA,NA,NA,NA,NA,92000
2012,MARKETING YEAR,NA,UTAH,49,NA,NA,NA,NA,NA,NA,25000
2012,MARKETING YEAR,NA,VERMONT,50,NA,NA,NA,NA,NA,NA,4000
2012,MARKETING YEAR,NA,VIRGINIA,51,NA,NA,NA,NA,NA,NA,4000
2012,MARKETING YEAR,NA,WASHINGTON,53,NA,NA,NA,NA,NA,NA,62000
2012,MARKETING YEAR,NA,WEST VIRGINIA,54,NA,NA,NA,NA,NA,NA,6000
2012,MARKETING YEAR,NA,WISCONSIN,55,NA,NA,NA,NA,NA,NA,60000
2012,MARKETING YEAR,NA,WYOMING,56,NA,NA,NA,NA,NA,NA,50000
2011,MARKETING YEAR,NA,ALABAMA,1,NA,NA,NA,NA,NA,NA,9000
2011,MARKETING YEAR,NA,ARIZONA,4,NA,NA,NA,NA,NA,NA,23000
2011,MARKETING YEAR,NA,ARKANSAS,5,NA,NA,NA,NA,NA,NA,22000
2011,MARKETING YEAR,NA,CALIFORNIA,6,NA,NA,NA,NA,NA,NA,370000
2011,MARKETING YEAR,NA,COLORADO,8,NA,NA,NA,NA,NA,NA,31000
2011,MARKETING YEAR,NA,FLORIDA,12,NA,NA,NA,NA,NA,NA,180000
2011,MARKETING YEAR,NA,GEORGIA,13,NA,NA,NA,NA,NA,NA,65000
2011,MARKETING YEAR,NA,HAWAII,15,NA,NA,NA,NA,NA,NA,9000
2011,MARKETING YEAR,NA,IDAHO,16,NA,NA,NA,NA,NA,NA,87000
2011,MARKETING YEAR,NA,ILLINOIS,17,NA,NA,NA,NA,NA,NA,7000
2011,MARKETING YEAR,NA,INDIANA,18,NA,NA,NA,NA,NA,NA,8000
2011,MARKETING YEAR,NA,IOWA,19,NA,NA,NA,NA,NA,NA,25000
2011,MARKETING YEAR,NA,KANSAS,20,NA,NA,NA,NA,NA,NA,7000
2011,MARKETING YEAR,NA,KENTUCKY,21,NA,NA,NA,NA,NA,NA,4000
2011,MARKETING YEAR,NA,LOUISIANA,22,NA,NA,NA,NA,NA,NA,36000
2011,MARKETING YEAR,NA,MAINE,23,NA,NA,NA,NA,NA,NA,4000
2011,MARKETING YEAR,NA,MICHIGAN,26,NA,NA,NA,NA,NA,NA,74000
2011,MARKETING YEAR,NA,MINNESOTA,27,NA,NA,NA,NA,NA,NA,120000
2011,MARKETING YEAR,NA,MISSISSIPPI,28,NA,NA,NA,NA,NA,NA,18000
2011,MARKETING YEAR,NA,MISSOURI,29,NA,NA,NA,NA,NA,NA,8000
2011,MARKETING YEAR,NA,MONTANA,30,NA,NA,NA,NA,NA,NA,145000
2011,MARKETING YEAR,NA,NEBRASKA,31,NA,NA,NA,NA,NA,NA,41000
2011,MARKETING YEAR,NA,NEW JERSEY,34,NA,NA,NA,NA,NA,NA,11000
2011,MARKETING YEAR,NA,NEW MEXICO,35,NA,NA,NA,NA,NA,NA,7000
2011,MARKETING YEAR,NA,NEW YORK,36,NA,NA,NA,NA,NA,NA,49000
2011,MARKETING YEAR,NA,NORTH CAROLINA,37,NA,NA,NA,NA,NA,NA,14000
2011,MARKETING YEAR,NA,NORTH DAKOTA,38,NA,NA,NA,NA,NA,NA,460000
2011,MARKETING YEAR,NA,OHIO,39,NA,NA,NA,NA,NA,NA,15000
2011,MARKETING YEAR,NA,OREGON,41,NA,NA,NA,NA,NA,NA,60000
2011,MARKETING YEAR,NA,PENNSYLVANIA,42,NA,NA,NA,NA,NA,NA,24000
2011,MARKETING YEAR,NA,SOUTH DAKOTA,46,NA,NA,NA,NA,NA,NA,250000
2011,MARKETING YEAR,NA,TENNESSEE,47,NA,NA,NA,NA,NA,NA,7000
2011,MARKETING YEAR,NA,TEXAS,48,NA,NA,NA,NA,NA,NA,78000
2011,MARKETING YEAR,NA,UTAH,49,NA,NA,NA,NA,NA,NA,23000
2011,MARKETING YEAR,NA,VERMONT,50,NA,NA,NA,NA,NA,NA,4000
2011,MARKETING YEAR,NA,VIRGINIA,51,NA,NA,NA,NA,NA,NA,4000
2011,MARKETING YEAR,NA,WASHINGTON,53,NA,NA,NA,NA,NA,NA,71000
2011,MARKETING YEAR,NA,WEST VIRGINIA,54,NA,NA,NA,NA,NA,NA,4000
2011,MARKETING YEAR,NA,WISCONSIN,55,NA,NA,NA,NA,NA,NA,57000
2011,MARKETING YEAR,NA,WYOMING,56,NA,NA,NA,NA,NA,NA,35000
2010,MARKETING YEAR,NA,ALABAMA,1,NA,NA,NA,NA,NA,NA,9000
2010,MARKETING YEAR,NA,ARIZONA,4,NA,NA,NA,NA,NA,NA,24000
2010,MARKETING YEAR,NA,ARKANSAS,5,NA,NA,NA,NA,NA,NA,25000
2010,MARKETING YEAR,NA,CALIFORNIA,6,NA,NA,NA,NA,NA,NA,410000
2010,MARKETING YEAR,NA,COLORADO,8,NA,NA,NA,NA,NA,NA,34000
2010,MARKETING YEAR,NA,FLORIDA,12,NA,NA,NA,NA,NA,NA,200000
2010,MARKETING YEAR,NA,GEORGIA,13,NA,NA,NA,NA,NA,NA,55000
2010,MARKETING YEAR,NA,HAWAII,15,NA,NA,NA,NA,NA,NA,10000
2010,MARKETING YEAR,NA,IDAHO,16,NA,NA,NA,NA,NA,NA,97000
2010,MARKETING YEAR,NA,ILLINOIS,17,NA,NA,NA,NA,NA,NA,9000
2010,MARKETING YEAR,NA,INDIANA,18,NA,NA,NA,NA,NA,NA,10000
2010,MARKETING YEAR,NA,IOWA,19,NA,NA,NA,NA,NA,NA,27000
2010,MARKETING YEAR,NA,KANSAS,20,NA,NA,NA,NA,NA,NA,9000
2010,MARKETING YEAR,NA,KENTUCKY,21,NA,NA,NA,NA,NA,NA,5000
2010,MARKETING YEAR,NA,LOUISIANA,22,NA,NA,NA,NA,NA,NA,36000
2010,MARKETING YEAR,NA,MAINE,23,NA,NA,NA,NA,NA,NA,5000
2010,MARKETING YEAR,NA,MICHIGAN,26,NA,NA,NA,NA,NA,NA,71000
2010,MARKETING YEAR,NA,MINNESOTA,27,NA,NA,NA,NA,NA,NA,128000
2010,MARKETING YEAR,NA,MISSISSIPPI,28,NA,NA,NA,NA,NA,NA,16000
2010,MARKETING YEAR,NA,MISSOURI,29,NA,NA,NA,NA,NA,NA,11000
2010,MARKETING YEAR,NA,MONTANA,30,NA,NA,NA,NA,NA,NA,157000
2010,MARKETING YEAR,NA,NEBRASKA,31,NA,NA,NA,NA,NA,NA,41000
2010,MARKETING YEAR,NA,NEW JERSEY,34,NA,NA,NA,NA,NA,NA,13000
